"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1004","1.1349724649551629E+0","-5.2839708299012709E-28","-1.5593461536115514E-33","5.2539659397393655E-15","1.0595162998120294E-1","4.4245607364950902E-35","3.1644202433906901E+0","3.3884992965619936E+0","1.5020044314932965E+1","6.7833037592927303E+2","1.215058560962404E-2"
"1003","1.1345064131363285E+0","-9.0842939978674189E-29","-6.1090558961669364E-33","2.3674564859832235E-15","1.0822842575056429E-1","4.6010788456863190E-33","3.1640998275499301E+0","3.3891581635479460E+0","1.5022964844188113E+1","6.7637556549132205E+2","1.215058560962404E-2"
"1002","1.1340389525913128E+0","-1.9603275922757012E-28","-3.1177930540447237E-33","5.3802690301291542E-15","1.1050885595242482E-1","4.2488243310471582E-33","3.1637731165228500E+0","3.3898323438578979E+0","1.5025953252107218E+1","6.7438646114643200E+2","1.215058560962404E-2"
"1001","1.1335700938330919E+0","-2.0383802427269394E-28","3.3774068588955800E-33","1.9331086013535337E-16","1.1279292435129629E-1","-2.5864343426425251E-33","3.1634401285356302E+0","3.3905219481546434E+0","1.5029010029220142E+1","6.7236340916414304E+2","1.215058560962404E-2"
"1000","1.1329820705094928E+0","2.4368814236748670E-28","-8.8828346509717636E-33","3.0114663197860158E-16","1.1565313155579407E-1","8.0451303568017686E-33","3.1630150952243099E+0","3.3914058156702627E+0","1.5032927907930226E+1","6.6978739312101300E+2","1.215058560962404E-2"
"999","1.1325101053158009E+0","1.1262767550016636E-30","-7.0906994735951205E-33","-9.1216973080303993E-16","1.1794539889147267E-1","4.1135102375881276E-33","3.1626680535432699E+0","3.3921305399955752E+0","1.5036140359971560E+1","6.6768925801644900E+2","1.215058560962404E-2"
"998","1.1320367775512188E+0","2.6190057128850953E-28","3.6987635045233770E-33","-2.6333157574367006E-15","1.2024131565213041E-1","-1.8377377460328245E-33","3.1623147979203101E+0","3.3928710632385437E+0","1.5039422843145429E+1","6.6555834461903100E+2","1.215058560962404E-2"
"997","1.1315620986366701E+0","-1.7059685417519048E-28","1.8993637720586522E-32","4.9306552756604379E-15","1.2254088500846434E-1","-1.0853121874687278E-32","3.1619553489261398E+0","3.3936275054798508E+0","1.5042775889727922E+1","6.6339502600570404E+2","1.215058560962404E-2"
"996","1.1310860802066758E+0","8.6080389643009765E-28","-1.7988166872667170E-32","2.0444548466265036E-15","1.2484411000993616E-1","1.1595052766624028E-32","3.1615897276941398E+0","3.3943999890287531E+0","1.5046200041873634E+1","6.6119968142372397E+2","1.215058560962404E-2"
"995","1.1306087341092095E+0","-3.5780612699302371E-28","7.2565029517786041E-33","6.7473289605563403E-16","1.2715099359210535E-1","-5.4541409735498071E-33","3.1612179559241600E+0","3.3951886384273355E+0","1.5049695851634514E+1","6.5897269607345004E+2","1.215058560962404E-2"
"994","1.1301300724055106E+0","4.4200079533050051E-28","5.4343574036254680E-33","7.0347497431920620E-17","1.2946153858401233E-1","-3.6386252135353088E-33","3.1608400558860601E+0","3.3959935804560502E+0","1.5053263880984412E+1","6.5671446113862703E+2","1.215058560962404E-2"
"993","1.1296501073698366E+0","1.2003250616124330E-28","-2.8644211241967338E-32","8.0852203411849882E-16","1.3177574771569867E-1","1.7525163157765287E-32","3.1604560504230998E+0","3.3968149441387849E+0","1.5056904701841558E+1","6.5442537360275503E+2","1.215058560962404E-2"
"992","1.1291688514891651E+0","-2.0547183599508969E-28","1.1982683783751185E-32","2.3622918732735152E-15","1.3409362362579427E-1","-6.9524025632208784E-33","3.1600659629550600E+0","3.3976528607480541E+0","1.5060618896091565E+1","6.5210583618966302E+2","1.215058560962404E-2"
