"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1147","8.2339081983651485E-1","-1.9017764504099543E-28","9.8941366235910004E-4","-2.3545391932685812E-15","1.2634272983881797E-1","2.2367029429442455E-16","3.1743435193301202E+0","2.7430007981241529E+0","1.2158772936893689E+1","1.1804065333857600E+3","1.215058560962404E-2"
"1146","8.2339046219237078E-1","8.1862579238471623E-27","2.3386506364385861E-3","-1.6087112757165459E-15","1.2641757484149027E-1","6.2156848285716253E-16","3.1743048350860001E+0","2.7430316552716643E+0","1.2158909715946152E+1","1.1796246135216199E+3","1.215058560962404E-2"
"1145","8.2338983102485563E-1","8.2680125862110327E-27","3.6867260822713629E-3","-1.8663094559298700E-15","1.2655277462611700E-1","9.0845361544864190E-16","3.1742348815922701E+0","2.7430874445074775E+0","1.2159157010314800E+1","1.1782117130874999E+3","1.215058560962404E-2"
"1144","8.2338895459048989E-1","-8.1744493465225147E-27","5.0329913747852754E-3","-1.1681655681695368E-15","1.2674774099650740E-1","1.5972995951622074E-15","3.1741338356326900E+0","2.7431680069677702E+0","1.2159514115811309E+1","1.1761732264251300E+3","1.215058560962404E-2"
"1143","8.2338787303774807E-1","5.9521807372128352E-29","6.3768259805378012E-3","-1.5930354102885625E-15","1.2700163896647410E-1","8.8947025903502806E-16","3.1740019479588599E+0","2.7432731169866038E+0","1.2159980032136694E+1","1.1735168244964600E+3","1.215058560962404E-2"
"1142","8.2338663761433939E-1","-5.7850809342153700E-27","7.7176461245161143E-3","-1.0326666270228556E-15","1.2731340401147301E-1","1.8079701862210234E-15","3.1738395379007098E+0","2.7434024865943005E+0","1.2160553482821067E+1","1.1702523105158300E+3","1.215058560962404E-2"
"1141","8.2338530969227619E-1","-2.4185413770300169E-27","9.0549121100447529E-3","2.8194516042370968E-17","1.2768176323161209E-1","8.4013956049862908E-16","3.1736469867682100E+0","2.7435557710235230E+0","1.2161232939630176E+1","1.1663914426857300E+3","1.215058560962404E-2"
"1140","8.2338395965394162E-1","6.9595411255565647E-27","1.0388134109471868E-2","-6.3948254173238216E-16","1.2810525945293288E-1","1.6016993893213770E-15","3.1734247303562402E+0","2.7437325749622583E+0","1.2162016650282721E+1","1.1619477322477901E+3","1.215058560962404E-2"
"1139","8.2338266568510654E-1","-2.8103219909781231E-28","1.1716876339834623E-2","6.4108661630938776E-16","1.2858227723714716E-1","9.0871500602324057E-16","3.1731732508815300E+0","2.7439324592778780E+0","1.2162902668255786E+1","1.1569362253836200E+3","1.215058560962404E-2"
"1138","8.2338130662681341E-1","-4.5147253460974695E-27","1.3304923910393202E-2","-7.5526097454816906E-16","1.2922287990029652E-1","5.5768158894026908E-15","3.1728336358850902E+0","2.7442021141188757E+0","1.2164097954813947E+1","1.1501960326579599E+3","1.215058560962404E-2"
"1137","8.2338044163589441E-1","-8.9288361949884036E-28","1.4622557144069875E-2","8.4887522989936006E-18","1.2981135113175965E-1","5.7987853074812907E-15","3.1725197386986701E+0","2.7444510578562156E+0","1.2165201436219585E+1","1.1439944531695601E+3","1.215058560962404E-2"
"1136","8.2337992075555411E-1","7.6911329959335589E-28","1.5934699647804650E-2","4.5501661858874348E-17","1.3044742292243400E-1","6.2001342586823617E-15","3.1721783774195300E+0","2.7447214623187142E+0","1.2166400045590347E+1","1.1372809181804801E+3","1.215058560962404E-2"
"1135","8.2337984140824316E-1","-4.7862044271056945E-27","1.7241153918605801E-2","3.1003924392851463E-16","1.3112910357886176E-1","6.0799775281829255E-15","3.1718101406241201E+0","2.7450127781176898E+0","1.2167691347676405E+1","1.1300744939161500E+3","1.215058560962404E-2"
"1134","8.2338030262290141E-1","3.4195243489779559E-27","1.8541775174437811E-2","1.4301686527065372E-16","1.3185437425853100E-1","7.0602382734131740E-15","3.1714156232662498E+0","2.7453244453493131E+0","1.2169072860617913E+1","1.1223946757754100E+3","1.215058560962404E-2"
"1133","8.2338140407510074E-1","1.2521956024685831E-27","1.9836467992430204E-2","-3.1379126633446756E-16","1.3262120871830843E-1","7.4560001622723624E-15","3.1709954207887798E+0","2.7456558984611243E+0","1.2170542077516611E+1","1.1142612197570800E+3","1.215058560962404E-2"
"1132","8.2338324523847684E-1","-2.1988690376185316E-27","2.1125182451504600E-2","2.4402709571984728E-16","1.3342759055669282E-1","8.2728121716661776E-15","3.1705501240401599E+0","2.7460065704359753E+0","1.2172096484981772E+1","1.1056939942409299E+3","1.215058560962404E-2"
"1131","8.2338592465005633E-1","2.4204151451649028E-27","2.2407909970307109E-2","-1.9375437917793717E-17","1.3427152792193367E-1","8.1968335464534041E-15","3.1700803149976400E+0","2.7463758962910090E+0","1.2173733578639981E+1","1.0967128522726500E+3","1.215058560962404E-2"
"1130","8.2338953928767866E-1","-1.5397654382301162E-27","2.3684679005977399E-2","-3.3385952364044433E-17","1.3515106575465002E-1","8.6588535816258416E-15","3.1695865632687301E+0","2.7467633159145972E+0","1.2175450875710304E+1","1.0873375238796200E+3","1.215058560962404E-2"
"1129","8.2339418405427300E-1","-2.7253608940041587E-27","2.4955550751085860E-2","-7.4299299177402602E-16","1.3606429570575510E-1","9.8168056232110870E-15","3.1690694233204799E+0","2.7471682762828737E+0","1.2177245924829384E+1","1.0775875271181801E+3","1.215058560962404E-2"
"1128","8.2339995136143307E-1","-3.8725132065810711E-27","2.6220614937728901E-2","1.0452111918435917E-15","1.3700936391905594E-1","8.6434513945626202E-15","3.1685294323713298E+0","2.7475902331094719E+0","1.2179116313364192E+1","1.0674820964513401E+3","1.215058560962404E-2"
"1127","8.2340693080316185E-1","6.3176922920295969E-28","2.7479985830899400E-2","-2.1377756672237103E-16","1.3798447689696147E-1","8.8472496844459802E-15","3.1679671088724999E+0","2.7480286519893427E+0","1.2181059672482149E+1","1.0570401264963300E+3","1.215058560962404E-2"
"1126","8.2341520890994901E-1","2.2690136441286472E-27","2.8733798469222971E-2","3.0894381519199213E-16","1.3898790568023339E-1","7.0576643252992658E-15","3.1673829515025198E+0","2.7484830090997665E+0","1.2183073680258483E+1","1.0462801294379999E+3","1.215058560962404E-2"
"1125","8.2342486897313250E-1","4.7395165537176173E-28","2.9982205190482170E-2","9.6540757297817049E-16","1.4001798857255959E-1","6.7825554931339893E-15","3.1667774385999299E+0","2.7489527915211394E+0","1.2185156063098152E+1","1.0352202040275799E+3","1.215058560962404E-2"
"1124","8.2343599092973629E-1","4.9933810432051696E-28","3.1225372462213463E-2","5.2294649766949366E-16","1.4107313263186663E-1","7.3915571774723456E-15","3.1661510279624498E+0","2.7494374972368858E+0","1.2187304595735474E+1","1.0238780145745600E+3","1.215058560962404E-2"
"1123","8.2344865129852762E-1","5.2829529136685427E-28","3.2463478024080249E-2","3.9055875236491744E-16","1.4215181413480191E-1","8.8847624615278027E-15","3.1655041569469402E+0","2.7499366348673266E+0","1.2189517100054447E+1","1.0122707780774800E+3","1.215058560962404E-2"
"1122","8.2346292315875458E-1","-2.8225987913830369E-29","3.3696708338267767E-2","1.3797348133993515E-15","1.4325257820208592E-1","6.6870562033775499E-15","3.1648372428109401E+0","2.7504497231867440E+0","1.2191791442948050E+1","1.0004152581085300E+3","1.215058560962404E-2"
"1121","8.2347887616387616E-1","1.4752144379218824E-27","3.4925256336544905E-2","1.5878488186516050E-15","1.4437403775159793E-1","6.8066187929479507E-15","3.1641506832434798E+0","2.7509762904669959E+0","1.2194125533408746E+1","9.8832776404725200E+2","1.215058560962404E-2"
"1120","8.2349657658348041E-1","2.8468430046658156E-28","3.6149319447374192E-2","3.0940586872788486E-17","1.4551487192495230E-1","8.7520120941217631E-15","3.1634448570403300E+0","2.7515158736851655E+0","1.2196517319016234E+1","9.7602415451909906E+2","1.215058560962404E-2"
