"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1043","9.7640277552792942E-1","6.4194952756917064E-28","-2.4230582602934895E-33","-4.2064860273181873E-13","1.0419184234090872E+0","6.1524321079100191E-31","3.9893404192201798E+0","6.9065443055217626E-2","3.0614319925412714E-1","1.0000000000027300E+0","1.215058560962404E-2"
"1042","9.7630056124162345E-1","1.9984354457396829E-28","8.4382626874907744E-33","-5.2169189033536335E-13","1.0374549094091061E+0","1.2428417135650787E-31","3.9798390151188401E+0","6.9982906828437441E-2","3.1020999854344350E-1","1.0000000000019900E+0","1.215058560962404E-2"
"1041","9.7619694269849522E-1","-1.5213041436195742E-28","-1.4073018368044426E-34","-7.0879368882956072E-13","1.0329916241620458E+0","-7.3060114824510566E-31","3.9703757822364101E+0","7.0916874364386609E-2","3.1434995329949089E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1040","9.7609189342559044E-1","-1.3711891843707283E-28","-2.1797285786845743E-32","3.1667795625775632E-12","1.0285285749508426E+0","1.3981348616589901E-31","3.9609506960736800E+0","7.1867723268851283E-2","3.1856473731799589E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1039","9.7598538630721676E-1","2.0139348677681403E-28","-2.4508610526791382E-32","-1.7378072292754077E-12","1.0240657693433604E+0","-1.6158732789341195E-30","3.9515637317004502E+0","7.2835841711198668E-2","3.2285607121938265E-1","1.0000000000098599E+0","1.215058560962404E-2"
"1038","9.7587739356545244E-1","-4.9389567683519773E-28","1.7220674856071790E-32","-3.6504346836864511E-13","1.0196032151863934E+0","1.2582040141371050E-31","3.9422148637460599E+0","7.3821628775872172E-2","3.2722572400682948E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1037","9.7576788674017534E-1","6.8495997291410192E-28","2.8506537343599031E-32","1.7836857145012750E-12","1.0151409206181072E+0","1.7923636934784429E-31","3.9329040663917998E+0","7.4825494827448671E-2","3.3167551468444129E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1036","9.7565683666854863E-1","3.6876358405578217E-28","1.5541304851769529E-32","1.6316892298406483E-12","1.0106788940967335E+0","1.7967903230849955E-30","3.9236313133604499E+0","7.5847861889956833E-2","3.3620731393863645E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1035","9.7554421346331754E-1","1.2693387744132827E-28","6.5519233928392332E-33","3.9193689246479970E-13","1.0062171443930583E+0","1.3697981127194238E-30","3.9143965779070302E+0","7.6889164041039529E-2","3.4082304588533213E-1","1.0000000000080300E+0","1.215058560962404E-2"
"1034","9.7542998649081269E-1","1.1887270564756668E-27","3.6956484444936979E-33","-2.1559305213918426E-12","1.0017556806239440E+0","-4.5447398699895435E-31","3.9051998328091999E+0","7.7949847821620316E-2","3.4552468988585422E-1","1.0000000000087601E+0","1.215058560962404E-2"
"1033","9.7531412434766296E-1","9.6688149625805658E-29","-2.4211363270298950E-33","-1.1239814386245357E-12","9.9729451224816812E-1","1.2644068627275240E-31","3.8960410503575398E+0","7.9030372661807069E-2","3.5031428243482055E-1","1.0000000000031399E+0","1.215058560962404E-2"
"1032","9.7519659483714882E-1","2.0429946302368124E-28","-3.9863364425085414E-33","-1.7235475267638981E-13","9.9283364910238459E-1","-1.4817721310759284E-30","3.8869202023452400E+0","8.0131211323721960E-2","3.5519391912305281E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1031","9.7507736494421504E-1","-7.2544374862466705E-30","-8.5426230759567771E-33","2.3249384149881951E-12","9.8837310140179524E-1","-7.6700009571944763E-31","3.8778372600583002E+0","8.1252850362069445E-2","3.6016575667911527E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1030","9.7495640080985335E-1","4.0911735610104489E-28","1.5263700105879338E-32","-6.4601422669846797E-13","9.8391287976540898E-1","-7.9227002691749257E-31","3.8687921942646200E+0","8.2395790603248059E-2","3.6523201509305114E-1","1.0000000000059299E+0","1.215058560962404E-2"
"1029","9.7483366770436153E-1","4.8191633828943316E-28","-3.2044563750590969E-34","2.1006901569555910E-12","9.7945299522993678E-1","-1.6976150872202439E-31","3.8597849752031599E+0","8.3560547643829905E-2","3.7039497982596986E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1028","9.7470912999971926E-1","-2.8429874582981873E-28","1.3121714299810965E-32","1.3015938686847552E-12","9.7499345927345604E-1","1.2633302979812669E-30","3.8508155725742399E+0","8.4747652369313892E-2","3.7565700410950054E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1027","9.7458275114075710E-1","1.9396511958733504E-28","2.2826278276725049E-33","9.6156777049765617E-13","9.7053428382974494E-1","2.1454295343185413E-31","3.8418839555274702E+0","8.5957651494132231E-2","3.8102051133945375E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1026","9.7445449361540470E-1","3.2358611319208678E-28","1.5313670370732793E-32","8.4367111740699172E-13","9.6607548131626475E-1","4.5839389625569792E-31","3.8329900926507099E+0","8.7191108123872901E-2","3.8648799756795910E-1","1.0000000000076901E+0","1.215058560962404E-2"
"1025","9.7432431892363924E-1","1.0317954027840512E-28","6.0599554971330895E-33","5.7502971219191486E-13","9.6161706465201147E-1","-7.3488380330356948E-31","3.8241339519591002E+0","8.8448602340729460E-2","3.9206203409856161E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1024","9.7419218754527959E-1","-9.1565639326792740E-30","-1.1278515647834602E-32","-1.3548843375388707E-12","9.5715904728039836E-1","2.3869494248249304E-31","3.8153155008834099E+0","8.9730731813366910E-2","3.9774527018954586E-1","1.0000000000012499E+0","1.215058560962404E-2"
"1023","9.7405805890657149E-1","1.0025977645464272E-27","-1.1246036738921382E-32","-1.7145797484948241E-14","9.5270144319654482E-1","-5.2735121606137528E-32","3.8065347062579198E+0","9.1038112432263812E-2","4.0354043587018801E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1022","9.7392189134544360E-1","-9.0962268948001695E-30","5.0003178695278466E-34","1.4275850737457207E-13","9.4824426697409669E-1","5.5747546873057594E-31","3.7977915343090300E+0","9.2371378971827706E-2","4.0945034487568355E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1021","9.7378364207530577E-1","-8.5740733223009743E-28","-3.0328694646695676E-33","-6.8519906258869918E-13","9.4378753378803359E-1","2.7638169103793486E-31","3.7890859506429302E+0","9.3731185780515244E-2","4.1547789770621152E-1","1.0000000000008600E+0","1.215058560962404E-2"
"1020","9.7364326714757576E-1","-1.4137841213809529E-28","-2.6438160993779151E-33","4.6547266872132834E-13","9.3933125944967499E-1","4.6198385600310919E-32","3.7804179202333001E+0","9.5118207500351007E-2","4.2162608481631220E-1","1.0000000000042499E+0","1.215058560962404E-2"
"1019","9.7350072141251065E-1","9.4589391552327725E-28","4.5583202386751583E-33","1.5320981535578893E-12","9.3487546043008030E-1","-1.0044740287098545E-32","3.7717874074093798E+0","9.6533139817231162E-2","4.2789798994072337E-1","1.0000000000128499E+0","1.215058560962404E-2"
"1018","9.7335595847868162E-1","1.2405814520006624E-28","-3.7999919352284075E-33","1.5691019967767738E-12","9.3042015389936850E-1","-2.1086431439061683E-31","3.7631943758429598E+0","9.7976700243587789E-2","4.3429679356366024E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1017","9.7320893067067049E-1","3.6360183422866551E-29","1.9254141962408126E-33","-3.9685019617833912E-13","9.2596535775828359E-1","1.1231378324366628E-31","3.7546387885363601E+0","9.9449628934883336E-2","4.4082577653805310E-1","1.0000000000014200E+0","1.215058560962404E-2"
"1016","9.7305958898497480E-1","-2.8561910921137551E-28","4.5857210119928258E-34","1.8660130429271532E-12","9.2151109066818915E-1","-1.8387214290929513E-31","3.7461206078086899E+0","1.0095268954176896E-1","4.4748832386286974E-1","1.0000000000000000E+0","1.215058560962404E-2"
